date/time,MEAN
2011-03-15T21:26:00,1606.844
2011-03-25T19:25:00,1606.654
2011-04-04T17:23:00,1606.734
2011-04-14T15:22:00,1606.646
2011-04-24T13:21:00,1606.937
2011-05-04T11:19:00,1606.826
2011-05-14T09:18:00,1606.786
2011-05-24T07:16:00,1606.727
2011-06-03T05:15:00,1606.819
2011-06-13T03:13:00,1606.785
2011-06-23T01:12:00,1606.835
2011-07-02T23:10:00,1606.833
2011-07-12T21:09:00,1606.826
2011-07-22T19:07:00,1606.823
2011-08-01T17:06:00,1606.804
2011-08-11T15:04:00,1606.829
2011-08-21T13:03:00,1606.82
2011-08-31T11:01:00,1606.794
2011-09-10T09:00:00,1606.878
2011-09-20T06:58:00,1606.824
2011-09-30T04:57:00,1606.794
2011-10-10T02:55:00,1606.799
2011-10-20T00:54:00,1606.834
2011-10-29T22:52:00,1606.857
2011-11-08T20:51:00,1606.836
2011-11-18T18:50:00,1606.781
2011-11-28T16:48:00,1606.831
2011-12-08T14:47:00,1606.723
2011-12-18T12:45:00,1606.7
2011-12-28T10:44:00,1606.69
2012-01-07T08:42:00,1606.708
2012-01-17T06:41:00,1606.768
2012-01-27T04:39:00,1606.776
2012-02-06T02:38:00,1606.734
2012-02-16T00:36:00,1606.728
2012-02-25T22:35:00,1606.737
2012-03-06T20:33:00,1606.744
2012-03-16T18:32:00,1606.764
2012-03-26T16:30:00,1606.722
2012-04-05T14:29:00,1606.518
2012-04-15T12:27:00,1606.711
2012-04-25T10:26:00,1606.776
2012-05-05T08:24:00,1606.786
2012-05-15T06:23:00,1606.767
2012-05-25T04:22:00,1606.832
2012-06-04T02:20:00,1606.819
2012-06-14T00:19:00,1606.815
2012-06-23T22:17:00,1606.811
2012-07-03T20:16:00,1606.827
2012-07-13T18:14:00,1606.772
2012-07-23T16:13:00,1606.78
2012-08-02T14:11:00,1606.81
2012-08-12T12:10:00,1606.763
2012-08-22T10:08:00,1606.769
2012-09-01T08:07:00,1606.725
2012-09-11T06:05:00,1606.733
2012-09-21T04:04:00,1606.767
2012-10-01T02:02:00,1606.735
2012-10-11T00:01:00,1606.631
2012-10-20T21:59:00,1606.658
2012-10-30T19:58:00,1606.56
2012-11-09T17:56:00,1606.622
2012-11-19T15:55:00,1606.723
2012-11-29T13:54:00,1606.677
2012-12-09T11:52:00,1606.55
2012-12-19T09:51:00,1606.636
2012-12-29T07:49:00,1606.548
2013-01-08T05:48:00,1606.555
2013-01-18T03:46:00,1606.499
2013-01-28T01:45:00,1606.522
2013-02-06T23:43:00,1606.484
2013-02-16T21:42:00,1606.522
2013-02-26T19:40:00,1606.538
2013-03-08T17:39:00,1606.511
2013-03-18T15:37:00,1606.551
2013-04-07T11:34:00,1606.579
2013-04-17T09:33:00,1606.601
2013-04-27T07:31:00,1606.591
2013-05-07T05:30:00,1606.494
2013-05-17T03:28:00,1606.633
2013-05-27T01:27:00,1606.594
2013-06-05T23:26:00,1606.599
2013-06-15T21:24:00,1606.586
2013-06-25T19:23:00,1606.569
2013-07-05T17:21:00,1606.651
2013-07-15T15:20:00,1606.658
2013-07-25T13:18:00,1606.634
2013-08-04T11:17:00,1606.605
2013-08-14T09:15:00,1606.726
2013-08-24T07:14:00,1606.714
2013-09-13T03:11:00,1606.716
2013-09-23T01:09:00,1606.651
2013-10-02T23:08:00,1606.644
2013-10-12T21:06:00,1606.637
2013-10-22T19:05:00,1606.624
2013-11-01T17:03:00,1606.536
2013-11-11T15:02:00,1606.568
